review_text,rating_5,platform,sentiment_3
"A fuir!!!!!!! J’ai payé une valise en excédent en plus et la valise n’est jamais arrivée à destination!!! Ça fait 3 semaines quand j’appelle on me dit que la valise est encore en recherche que je dois attendre. Les interlocuteurs ne sont pas agréable en plus ils répondent très mal au téléphone.
Je vous déconseille fortement cette compagnie",1.0,Trustpilot,Negative
"Scandaleux et malhonnete
Eviter la RAM à tout prix

Le 18 octobre 2025 un membre personnel qui travaillait au guichet numero 67 du vol.casa marseille 15h20 .qui a refuse de m'embarquer alors que j'étais venue à 15h20 [cameras à appui] , j'ai demandé à voir le responsable il m'explique que c'est samedi ya personne le weekend je ne peux rien faire pour vous ! Alors quil ya eu un accident en route imprevu , lors qu'il ya eu Changement horaire et retard de decollage de l'avion à 1530 et aurait pu me laisser entrer arriver une heure en l'avance si on considere le changement dheure du decollage,
J'ai perdu 2000dh du billet.paye 850dhs frais de Changement de billet pour le lendemain ainsi que frais hotels taxis etc
Biensur si l'avion du lendemain n'est pas plein refaire payer au client est un business juteux et lucratif , scandaleux",1.0,Trustpilot,Negative
"Une erreur a été faite par la plateforme sur laquelle j'ai réservé mon billet.
Ils ont enregistré mon vol à mon nom d'épouse et pas à nom de jeune fille.
Du coup mon billet est erroné. Je dois partir demain. J'ai contacté la plateforme pour régulariser l'erreur mais royal air Maroc a refusé la modification de nom. Du coup pas sûre de pouvoir partir demain.
Très déçue de ce refus",1.0,Trustpilot,Negative
Le vol s’est bien passé en soit. Mais nos bagages n’ont pas été transféré à la correspondance. Je pouvais geolocaliser le bagage à l’aéroport de Casablanca mais ils ont eu l’audace de me dire que c’était certainement la faute de l’aéroport de Paris et qu’ils étaient à Paris. Cela fait plus d’un mois que j essaie de me faire rembourser mes frais après ce retard de 4 jours mais aucune réponse. évitez cette compagnie à tout pris ils ne savent pas faire leur travail et vous prennent pour des debiles.,1.0,Trustpilot,Negative
"Vol retardé et ils ont perdu mes 3 bagages service client médiocre il y a rien qui marche avec cette compagnie, j appel le numéro de service client client qui ne passe pas et depuis que j’attend mon remboursement.",1.0,Trustpilot,Negative
"Je souhaite partager ma très mauvaise expérience avec Royal Air Maroc, tant au niveau du service après-vente que de la gestion en ligne des réservations.

J’ai effectué une demande d’assistance pour deux personnes à mobilité réduite (PMR), 48 heures avant le vol, comme indiqué sur leur site. Malgré cela, l’assistance n’a pas été correctement prise en compte. Le service client est lamentable : les opérateurs manquent totalement de courtoisie et de professionnalisme, n’écoutent pas les demandes, ne proposent aucune solution et cherchent uniquement à raccrocher le plus vite possible.

À cela s’ajoute un site internet plein de bugs, avec de nombreuses difficultés pour accéder à la page de gestion des réservations. C’est extrêmement frustrant, surtout lorsque des démarches aussi simples que la demande d’assistance PMR nécessitent de passer par un appel téléphonique — alors que d'autres compagnies proposent une interface claire et efficace, où tout se fait en quelques clics, sans perdre son temps au téléphone.

Ce manque de fiabilité et de respect du client est inacceptable, particulièrement dans le cadre de situations sensibles comme l’accompagnement de passagers en situation de handicap. Royal Air Maroc a beaucoup de progrès à faire, tant sur le plan humain que technologique.

Je déconseille vivement cette compagnie à toute personne cherchant un minimum de sérieux et de considération !",1.0,Trustpilot,Negative
"J’ai voyagé avec [Royal Air Maroc]* de Paris à Bamako via Casablanca. Mon vol de correspondance a changé de porte sans aucune annonce ni affichage, ce qui m’a fait rater l’avion malgré ma présence à l’aéroport. Aucune assistance sur place, j’ai été baladé d’un agent à l’autre. J’ai dû racheter un billet retour à mes frais, et annuler tous mes engagements à destination.
Inacceptable pour une compagnie internationale. Je déconseille fortement.",1.0,Trustpilot,Negative
"Horrible fautage de gueule
Irresponsable des salariés ont rien à serrer
Comment on peut laisser des gamins sans respect ni formation
Pas de chef il rentre sort fume derrière la porte d'embarquement
Des salariés qui passent leur temps à rigoler entre eux
Je serai leur chef c'est les coups de pieds au fesses pour les faire avancer ces ânes des hmar hachakom",1.0,Trustpilot,Negative
"Vol annule ""Pour cause de Force Majeur"" 12h avant.
Ils me proposent un autre vol dans les 7 jours. Cela ne me convient pas, je voyage donc avec une autre compagnie. Le jour meme. La meme route. Comme par hasard, aucune ""Force Majeur"" pour celle-ci.

La RAM ne veut pas me rembourser.

Les plus grands des escrocs. Vaudrait mieux fermer vos portes, vous etes les risee des marocains.

Il n'y a rien de ""Royal"" dans cette compagnie si ce n'est l'incapabilité de leurs équipes.",1.0,Trustpilot,Negative
manque de professionnalisme et du respect vraiment une très mauvaise expérience avec la RAM,1.0,Trustpilot,Negative
"Royal Air Maroc = honte, humiliation et racisme.

Nous devions prendre un vol pour Agadir avec nos bagages parfaitement conformes à leur propre politique (1 bagage cabine de 10kg + un bagage à main, comme indiqué noir sur blanc sur leur site). À l’enregistrement, aucun souci, on nous valide et on passe. Mais à l’embarquement, coup de théâtre : on nous bloque en nous accusant d’avoir des bagages non conformes. Complètement absurde et injustifié.

Le plus scandaleux ? Un passager marocain devant nous, avec même plus de bagages que nous, a été laissé passer sans problème. Nous, Européens, bloqués net. Car plusieurs étrangers (européens) étaient également retenus. C’est une discrimination flagrante et raciste.

Quand on a essayé de faire valoir nos droits, l’agente en charge nous a royalement ignorés, jouant la comédie au téléphone pour ne pas avoir à répondre. Il a fallu qu’on « menace » d’appeler la police pour qu’au final, “miracle”, on nous laisse passer. Donc en clair, si tu ne cries pas, si tu ne fais pas pression, on t’empêche de voyager. Voilà le niveau.

Et le pire ? Même les agents se permettaient de se moquer ouvertement de nous, de ricaner, de nous tourner en ridicule. Une attitude vicieuse, humiliante, méprisante.

Royal Air Maroc piétine les droits des voyageurs, discrimine selon la nationalité et se permet d’humilier ses clients. Une compagnie à éviter absolument : irrespect, racisme et arrogance sont apparemment leurs seules valeurs.",1.0,Trustpilot,Negative
"J’ai vécu une expérience absolument désastreuse avec Royal Air Maroc, que je considère comme totalement inadmissible et indigne d’une compagnie aérienne internationale !!
Dès l’embarquement, nous avons été confrontés à une attitude discriminatoire flagrante : alors que nos billets précisaient clairement que nous avions droit à une valise cabine + un accessoire (bagage à main), ils nous ont clairement annoncé que nous ne montrons pas dans l’avion sous de faux prétextes : bagage non conforme!! Pendant ce temps, les passagers marocains passaient tranquillement avec les mêmes tailles de bagages que nous avec valise cabine et bagage à main, et ce, sans aucune restriction.

Le plus choquant reste le traitement réservé à certains passagers étrangers : plusieurs ont été laissés sur le côté et empêchés d’embarquer sous prétexte que l’avion était plein. Pourtant, une fois installée à bord, j’ai constaté qu’il restait une dizaine de sièges totalement vides. Quand j’ai osé interpeller un agent sur cette injustice, la réponse a été aussi glaçante que révélatrice : “Oui, c’est parce que vous êtes étrangers.”

Comment est-il possible, en 2025, qu’une compagnie aérienne se permette d’adopter des pratiques aussi ouvertement discriminatoires et humiliantes ? C’est un scandale absolu. Non seulement c’est du racisme pur et simple, mais c’est aussi une atteinte grave à la dignité des clients.

Je déconseille vivement Royal Air Maroc à toute personne qui envisage de voyager. Au-delà des retards chroniques et du service médiocre, ce sont des comportements discriminatoires qui devraient être dénoncés publiquement et sanctionnés.
Nous avons dû les avertir d’appeler le directeur et la police pour dénoncer cela. Comme par hasard, ils nous ont laissé passé juste après.
Une telle compagnie ne mérite tout simplement pas la confiance des voyageurs.",1.0,Trustpilot,Negative
"J’ai vécu une très mauvaise expérience avec Royal El Maroc, que je juge totalement inacceptable. Lors de mon vol, les agents à l’embarquement ont clairement pratiqué une discrimination envers les passagers étrangers. Alors que notre billet d’embarquement indiquait bien que nous avions droit à une valise cabine + un accessoire à main, ils nous ont obligés, nous les étrangers, à mettre nos valises en soute et à payer un supplément, prétextant qu’elles n’étaient pas conformes. Dans le même temps, tous les passagers marocains sont passés sans problème avec leurs bagages.

Plus grave encore, plusieurs passagers étrangers ont été laissés sur le côté, certains n’ont même pas pu embarquer sous prétexte que l’avion était plein. Pourtant, une fois à bord, j’ai constaté qu’il restait encore une dizaine de sièges libres. Lorsque j’ai interpellé l’agent sur cette injustice, elle m’a confirmé en face que oui, c’était bien parce que nous étions étrangers.

Je considère cela comme inadmissible, discriminatoire et raciste. Une compagnie aérienne ne devrait en aucun cas traiter ses clients de manière aussi injuste et humiliante. Je déconseille fortement cette compagnie et je trouve que ce type de comportement doit être dénoncé.",1.0,Trustpilot,Negative
"Personnel au sol pas du tout à la hauteur et livré à lui-même.
Nonchalance et aucun sens des responsabilités.
A chaque remarque formulée et largement justifiée on reçoit comme explication : ce n'est pas nous c'est ADP.
Pareil au Maroc : Ce n'est pas nous, c'est l'ONDA...
Sauf que c'est à la RAM que les passagers payent leurs billets....
Dernière mise à jour en temps réel :
Une heure de retard au moins à prévoir et les passagers entassés dans la passerelle durant plus de 30min, dans une chaleur accablante...
Au finish, il semblerait que nous décollerons avec 2h de retard sur l'horaire initial, fixé à 18h30.
Sans appel...",1.0,Trustpilot,Negative
"J'ai réservé un voyage sur le site de la RAM incluant une escale à Istanbul et ce fut une expérience catastrophique :
- Ankara Istanbul vol opéré par Turkish airline, impossible d'avoir une assistance car la RAM m'envoie vers TAR et TAR m'envoie vers la RAM.
- A Istanbul, les bagages sont à récupérer par le passager (non précisé dans le billet). Et ça, je le saurai plus tard après avoir raté ma correspondance.
- L'assistance obtenue à Ankara est d'une nullité inédite. Le gars a profité que j'aille aux toilettes pour se barrer ! Livré à moi-même, j'ai raté ma correspondance. Hotel, taxi, Achat d'un nouveau billet auprès de la RAM qui ne voulait rien savoir. Heureusement que j'ai raté la correspondance sinon mes bagages seraient restés à Istanbul.
Depuis juillet, 3 Réclamations faites auprès du service client de la RAM et aucune réponse à ce jour. Le comble du manque de considération pour le client.
Conseil : Si vous devez acheter un voyage avec correspondance, ne le faites surtout pas sur le site de la RAM. ils ne gèrent rien et ne l'indique pas non plus.
Me concernant, La RAM c'est fini même pour les voyages courts courrier. Même les compagnies lowcost sont au dessus du standard de la RAM dans la gestion de la relation client.",1.0,Trustpilot,Negative
